complaint_id,oem_id,complaint_date,affected_order_ids,product_type,defect_description,units_affected,root_cause_identified,8D_submitted,resolution,financial_impact_inr,status,repeat_complaint,warranty_claim,remarks
C0370,OEM-HYUNDAI,2021-04-14,D-2156,Brake Disc,Surface delamination - units rejected at incoming QC,247,Batch mix ratio deviation,Pending,,107119,In Progress,N,N,Escalated to GM QA
C0371,OEM-HYUNDAI,2023-03-04,"D-4254,D-3485,D-1758,D-3064",Brake Disc,Friction material detached after 3000 km field use,467,Machine tool wear - spindle runout,No,Scrap & re-order from alternate supplier,115820,Open,Y,Y,Closed with customer sign-off
C0372,OEM-SUZUKI,2023-08-08,"D-2658,D-4395,D-3759",Brake Disc,Noise complaint - squeal at low speed braking,340,Supplier batch below spec,No,Preventive maintenance completed,126156,In Progress,N,N,Customer requested urgent resolution
C0373,OEM-MARUTI,2024-02-01,"D-3872,D-6041,D-3768,D-2929",Clutch Plate,Oil contamination on lining surface,132,Operator error - wrong die inserted,Yes,Process parameter locked; re-training done,287410,Escalated,N,N,Customer requested urgent resolution
C0374,OEM-FORD,2022-10-12,"D-4366,D-3091",Disc Brake Caliper,Dimensional out-of-spec - ID oversize by 0.12 mm,84,Under investigation,No,Corrective action plan submitted,141001,Closed,N,N,Customer requested urgent resolution
C0375,OEM-TVS,2023-07-26,"D-2220,D-2128",Brake Shoe,Surface delamination - units rejected at incoming QC,226,Machine tool wear - spindle runout,Yes,Scrap & re-order from alternate supplier,430253,Closed,Y,N,Closed with customer sign-off
C0376,OEM-MAHINDRA,2021-05-08,"D-4264,D-3838",Brake Shoe,Noise complaint - squeal at low speed braking,243,Batch mix ratio deviation,No,Process parameter locked; re-training done,110739,Closed,N,N,
C0377,OEM-SUZUKI,2023-06-05,D-1493,Clutch Plate,Friction material detached after 3000 km field use,498,Incoming lot moisture > 0.5%,Yes,100% inspection implemented,157782,Closed,N,Y,Repeat issue - CAPA overdue
C0378,OEM-SUZUKI,2021-01-30,"D-2827,D-1925,D-1996,D-4216",ABS Sensor Ring,Clutch slip - insufficient torque capacity,135,Incorrect cure temp - night shift,Yes,Preventive maintenance completed,250069,Closed,Y,Y,Repeat issue - CAPA overdue
C0379,OEM-HYUNDAI,2021-01-24,D-1752,Brake Shoe,Noise complaint - squeal at low speed braking,124,Incorrect cure temp - night shift,Pending,100% inspection implemented,226776,Escalated,N,N,Closed with customer sign-off
C0380,OEM-HYUNDAI,2022-03-11,"D-3084,D-3872,D-3622",Drum Brake Assy,ABS sensor ring missing teeth - 12 units,106,Operator error - wrong die inserted,No,Scrap & re-order from alternate supplier,369120,Closed,Y,Y,Customer requested urgent resolution
C0381,OEM-MARUTI,2023-08-10,"D-1275,D-5470",Disc Brake Caliper,ABS sensor ring missing teeth - 12 units,262,Batch mix ratio deviation,Yes,Process parameter locked; re-training done,420548,Escalated,Y,Y,Field visit completed
C0382,OEM-TVS,2022-06-27,"D-1710,D-3074,D-3074,D-4482",Brake Shoe,Corrosion observed on disc surface - field report,495,Under investigation,No,Process parameter locked; re-training done,18900,Closed,N,Y,Repeat issue - CAPA overdue
C0383,OEM-HYUNDAI,2021-09-02,"D-2690,D-3565,D-2186,D-2207",CV Joint,Friction material detached after 3000 km field use,39,Incoming lot moisture > 0.5%,Pending,Preventive maintenance completed,280298,Closed,Y,N,Closed with customer sign-off
C0384,OEM-SUZUKI,2023-03-27,"D-3608,D-3981,D-4293,D-3883",Wheel Hub Assy,Clutch slip - insufficient torque capacity,193,Incoming lot moisture > 0.5%,Yes,Preventive maintenance completed,185135,Open,N,N,Escalated to GM QA
C0385,OEM-MARUTI,2023-01-08,"D-3018,D-4130,D-4113,D-4460",Drum Brake Assy,ABS sensor ring missing teeth - 12 units,58,Resin expiry date exceeded,Yes,Preventive maintenance completed,462903,In Progress,N,N,Field visit completed
C0386,OEM-FORD,2024-12-23,D-1437,Brake Shoe,Vibration at highway speeds - rotor runout > 0.05 mm,49,Operator error - wrong die inserted,No,100% inspection implemented,472031,Closed,,N,Field visit completed
C0387,OEM-HONDA,2021-10-13,"D-1616,D-1729,D-1280",Clutch Plate,Noise complaint - squeal at low speed braking,266,Incoming lot moisture > 0.5%,Yes,Process parameter locked; re-training done,450899,Closed,Y,Y,Closed with customer sign-off
C0388,OEM-TVS,2024-11-28,"D-4381,D-4216",Drum Brake Assy,Corrosion observed on disc surface - field report,71,Resin expiry date exceeded,Pending,Full recall + replacement dispatched,465507,Closed,Y,N,Customer requested urgent resolution
C0389,OEM-TATA,2024-07-18,"D-3822,D-2888,D-3454",Wheel Hub Assy,Corrosion observed on disc surface - field report,276,Operator error - wrong die inserted,,Preventive maintenance completed,269994,Closed,Y,,Closed with customer sign-off
C0390,OEM-TVS,2024-07-18,"D-2161,D-2459,D-3203,D-3432",Drum Brake Assy,Surface delamination - units rejected at incoming QC,365,Machine tool wear - spindle runout,Yes,100% inspection implemented,68178,Escalated,N,N,Escalated to GM QA
C0391,OEM-MAHINDRA,2022-09-03,D-3926,Wheel Hub Assy,Vibration at highway speeds - rotor runout > 0.05 mm,479,Calibration lapse - gauge not zeroed,Yes,Corrective action plan submitted,26813,Closed,Y,N,Field visit completed
C0392,OEM-MAHINDRA,2021-05-16,"D-3491,D-5671,D-3488,D-2411",Disc Brake Caliper,Oil contamination on lining surface,268,Incoming lot moisture > 0.5%,Yes,100% inspection implemented,453769,Closed,N,Y,Field visit completed
C0393,OEM-FORD,2021-07-11,D-4166,Brake Pad Type A,ABS sensor ring missing teeth - 12 units,40,,No,Preventive maintenance completed,258055,Closed,,Y,
C0394,OEM-TVS,2021-05-24,"D-2504,D-1762,D-4323",Brake Pad Type A,ABS sensor ring missing teeth - 12 units,402,Operator error - wrong die inserted,Yes,Rework and re-inspect,294740,Escalated,N,,
C0395,OEM-HYUNDAI,2022-10-14,"D-1487,D-1504,D-2995",Drum Brake Assy,Friction material detached after 3000 km field use,126,Incorrect cure temp - night shift,Yes,Root cause under investigation,409428,In Progress,Y,N,Field visit completed
C0396,OEM-SUZUKI,2024-12-06,"D-3430,D-3047,D-2159,D-3501",Wheel Hub Assy,Oil contamination on lining surface,10,Machine tool wear - spindle runout,Yes,Full recall + replacement dispatched,85035,Closed,N,N,Field visit completed
C0397,OEM-BAJAJ,2024-04-17,"D-3256,D-2366,D-3747,D-4111",Wheel Hub Assy,Surface delamination - units rejected at incoming QC,246,Under investigation,Pending,,6962,Escalated,Y,N,Closed with customer sign-off
C0398,OEM-HONDA,2023-11-30,"D-2612,D-2257,D-3392,D-1340",Drum Brake Assy,Oil contamination on lining surface,91,Machine tool wear - spindle runout,Pending,Preventive maintenance completed,327771,Open,Y,N,Escalated to GM QA
C0399,OEM-MAHINDRA,2022-02-23,"D-5018,D-3219,D-2181",Brake Pad Type B,Surface delamination - units rejected at incoming QC,165,Coolant contamination in grinding,No,Rework and re-inspect,239275,In Progress,Y,,Escalated to GM QA
C0400,OEM-HYUNDAI,2024-12-20,"D-6483,D-2836,D-2633",Brake Pad Type B,Oil contamination on lining surface,212,Resin expiry date exceeded,Pending,Full recall + replacement dispatched,316726,In Progress,Y,N,Repeat issue - CAPA overdue
