batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2022-0265,2024-04-29,QC-09,ABS Sensor Ring,PASS,,4.0684,N,183.0,0.0,Height gauge,Y,,Waived by OEM
BATCH-2024-0037,2023-11-27,QC-01,ABS Sensor Ring,PASS,,2.3761,Y,145.0,0.0,Height gauge,Y,,OK
BATCH-2021-0255,2023-04-24,QC-02,Disc Brake Caliper,PASS,,2.5183,N,137.0,0.0,Vernier,N,OEM-TATA,Escalated to QA Manager
BATCH-2023-0182,2023-07-08,QC-09,Brake Disc,PASS,,1.2508,Y,105.0,0.0,Vernier,N,,Borderline - monitor next batch
BATCH-2021-0233,2024-07-08,QC-07,Brake Pad Type A,PASS,,5.1413,Y,100.0,0.0,Height gauge,N,OEM-BAJAJ,OK
BATCH-2024-0060,2023-06-30,QC-06,Brake Pad Type B,REWORK,Lining detachment,7.1046,Y,55.0,11.0,CMM,Y,OEM-HYUNDAI,OK
BATCH-2021-0428,2024-11-01,QC-03,CV Joint,PASS,,9.8241,N,143.0,0.0,Torque wrench,,OEM-HYUNDAI,Waived by OEM
BATCH-2024-0099,2023-09-05,QC-09,Wheel Hub Assy,PASS,,0.3979,N,190.0,0.0,,Y,OEM-HONDA,Customer concession raised
BATCH-2021-0017,2024-05-29,QC-09,CV Joint,PASS,,5.5708,Y,105.0,0.0,CMM,,,Re-inspect after rework
BATCH-2023-0119,2023-07-31,QC-01,Disc Brake Caliper,REWORK,Edge chipping,11.6858,Y,134.0,3.0,Height gauge,N,,OK
BATCH-2022-0144,2023-12-28,QC-07,Disc Brake Caliper,PASS,,10.5431,N,151.0,0.0,Torque wrench,,OEM-HONDA,Customer concession raised
BATCH-2022-0059,2023-02-24,QC-05,Disc Brake Caliper,PASS,,11.2685,N,176.0,0.0,Hardness tester,N,OEM-MARUTI,Re-inspect after rework
BATCH-2022-0050,2021-12-23,QC-09,CV Joint,REWORK,Corrosion pitting,0.6615,Y,55.0,21.0,Visual,N,,Re-inspect after rework
BATCH-2021-0111,2024-11-02,QC-04,Brake Disc,REWORK,Warpage > 0.3 mm,10.9062,Y,23.0,23.0,Vernier,N,,Customer concession raised
BATCH-2022-0472,2024-08-26,QC-02,Drum Brake Assy,REWORK,Surface delamination,3.7524,N,51.0,,Height gauge,Y,OEM-TVS,Waived by OEM
BATCH-2023-0046,2024-11-22,QC-01,Brake Pad Type B,PASS,,4.6177,N,126.0,0.0,Visual,N,OEM-TVS,Borderline - monitor next batch
BATCH-2021-0048,2024-03-28,QC-09,CV Joint,PASS,,7.0243,Y,149.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Customer concession raised
BATCH-2022-0164,2022-05-21,QC-02,Drum Brake Assy,PASS,,4.0556,N,50.0,0.0,Height gauge,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2024-0209,2023-05-24,QC-07,Clutch Plate,PASS,,8.0227,Y,107.0,0.0,,Y,,Customer concession raised
BATCH-2023-0114,2023-09-03,QC-02,Disc Brake Caliper,FAIL,Porosity - casting defect,3.6515,N,84.0,24.0,Visual,Y,OEM-TVS,OK
BATCH-2021-0398,2024-11-15,QC-06,Brake Shoe,PASS,,8.1278,Y,78.0,0.0,Visual,,OEM-SUZUKI,Borderline - monitor next batch
BATCH-2024-0426,2024-08-03,QC-09,Brake Pad Type B,PASS,,9.598,N,189.0,0.0,Torque wrench,N,OEM-TATA,Borderline - monitor next batch
BATCH-2022-0410,2022-10-11,QC-08,Brake Pad Type A,FAIL,Edge chipping,0.2464,Y,135.0,22.0,Torque wrench,N,OEM-MARUTI,Customer concession raised
BATCH-2023-0451,2021-08-22,QC-09,Brake Pad Type A,PASS,,2.7293,N,,0.0,Height gauge,Y,,Re-inspect after rework
BATCH-2024-0249,2021-08-19,QC-06,Wheel Hub Assy,PASS,,0.6284,N,47.0,0.0,CMM,Y,OEM-FORD,
BATCH-2021-0474,2024-09-16,QC-03,Brake Shoe,PASS,,11.8664,Y,181.0,0.0,Go/No-Go gauge,Y,OEM-BAJAJ,OK
BATCH-2021-0071,2024-12-26,QC-02,Brake Pad Type A,FAIL,Surface delamination,10.2268,Y,79.0,7.0,Go/No-Go gauge,Y,OEM-FORD,Re-inspect after rework
BATCH-2023-0244,2024-05-10,QC-09,Brake Pad Type B,PASS,,0.0115,Y,,0.0,CMM,N,OEM-HYUNDAI,Re-inspect after rework
BATCH-2021-0064,2023-01-17,QC-07,Drum Brake Assy,FAIL,Adhesive bond failure,11.7521,N,162.0,24.0,,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2024-0281,2024-09-04,QC-03,Brake Disc,PASS,,6.159,,58.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Waived by OEM
BATCH-2023-0015,2023-12-27,QC-02,Disc Brake Caliper,PASS,,3.2107,N,146.0,0.0,,Y,OEM-MAHINDRA,OK
BATCH-2024-0139,2023-04-18,QC-08,Brake Shoe,PASS,,4.4268,N,137.0,0.0,Visual,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0241,2022-01-27,QC-01,Drum Brake Assy,PASS,,7.7524,Y,65.0,0.0,Hardness tester,Y,OEM-MARUTI,Borderline - monitor next batch
BATCH-2024-0275,2022-03-02,QC-05,CV Joint,FAIL,Noise under braking,2.5329,N,199.0,8.0,Vernier,Y,OEM-TVS,Re-inspect after rework
BATCH-2024-0316,2024-05-16,QC-05,Brake Pad Type B,PASS,,9.465,Y,58.0,0.0,Height gauge,Y,OEM-MARUTI,OK
BATCH-2023-0066,2022-04-06,QC-05,ABS Sensor Ring,PASS,,2.536,Y,39.0,0.0,Visual,N,OEM-TVS,Borderline - monitor next batch
BATCH-2023-0306,2023-03-12,QC-01,Brake Disc,PASS,,11.8835,Y,26.0,0.0,,Y,,Borderline - monitor next batch
BATCH-2021-0342,2024-08-12,QC-01,Drum Brake Assy,PASS,,3.2474,Y,186.0,0.0,Visual,Y,OEM-HONDA,
BATCH-2023-0024,2023-11-10,QC-02,Brake Shoe,PASS,,8.1246,N,100.0,0.0,Height gauge,Y,OEM-BAJAJ,Customer concession raised
BATCH-2024-0452,2024-10-28,QC-03,CV Joint,REWORK,Improper heat treatment,6.214,Y,150.0,2.0,Vernier,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2021-0344,2024-04-21,QC-05,ABS Sensor Ring,PASS,,9.602,Y,155.0,0.0,Vernier,Y,OEM-HONDA,Waived by OEM
BATCH-2022-0325,2024-09-12,QC-06,Brake Disc,PASS,,6.9047,Y,191.0,0.0,Torque wrench,N,OEM-HONDA,Waived by OEM
BATCH-2021-0323,2024-04-11,QC-09,CV Joint,REWORK,Lining detachment,6.2085,Y,175.0,21.0,Hardness tester,Y,OEM-TVS,Customer concession raised
BATCH-2024-0116,2023-07-06,QC-02,Disc Brake Caliper,REWORK,Porosity - casting defect,1.5863,Y,167.0,16.0,Visual,Y,OEM-TVS,Waived by OEM
BATCH-2023-0406,2024-06-25,QC-06,ABS Sensor Ring,PASS,,7.3866,N,31.0,0.0,Hardness tester,N,OEM-MARUTI,
BATCH-2023-0148,2024-03-05,QC-08,Brake Disc,FAIL,Friction material cracking,4.7171,,159.0,4.0,CMM,Y,OEM-FORD,Waived by OEM
BATCH-2024-0226,2024-01-22,QC-02,Brake Shoe,PASS,,7.275,N,53.0,0.0,Hardness tester,N,OEM-MARUTI,Re-inspect after rework
BATCH-2021-0443,2024-10-19,QC-05,Drum Brake Assy,PASS,,6.854,Y,146.0,0.0,Go/No-Go gauge,N,,Borderline - monitor next batch
BATCH-2023-0087,2023-07-02,QC-08,Brake Shoe,FAIL,Ovality - rotor,7.5802,Y,129.0,16.0,Go/No-Go gauge,Y,OEM-SUZUKI,OK
BATCH-2021-0067,2022-07-11,QC-06,Brake Shoe,PASS,,3.4099,Y,175.0,0.0,Vernier,Y,OEM-RENAULT,Waived by OEM
BATCH-2024-0357,2024-07-27,QC-02,CV Joint,PASS,,3.1544,Y,156.0,0.0,Torque wrench,N,OEM-RENAULT,Customer concession raised
BATCH-2024-0450,2024-09-16,QC-05,Brake Disc,PASS,,2.2265,,86.0,0.0,CMM,N,OEM-HONDA,
BATCH-2023-0249,2023-06-12,QC-02,Brake Shoe,PASS,,6.9338,N,65.0,0.0,Height gauge,Y,OEM-SUZUKI,Customer concession raised
BATCH-2023-0330,2024-03-29,QC-08,Brake Disc,PASS,,2.9096,N,53.0,0.0,,N,OEM-BAJAJ,OK
BATCH-2023-0233,2024-07-30,QC-09,Brake Pad Type A,REWORK,Corrosion pitting,6.2344,N,52.0,12.0,Height gauge,N,,Borderline - monitor next batch
BATCH-2021-0099,2024-11-30,QC-06,Disc Brake Caliper,PASS,,3.21,,179.0,,Height gauge,Y,OEM-BAJAJ,Customer concession raised
BATCH-2022-0320,2024-10-06,QC-06,CV Joint,PASS,,9.6922,N,107.0,0.0,Visual,Y,,Customer concession raised
BATCH-2024-0118,2022-11-20,QC-09,CV Joint,PASS,,11.5569,Y,70.0,0.0,Vernier,N,OEM-TATA,
BATCH-2022-0306,2021-07-11,QC-03,ABS Sensor Ring,FAIL,Noise under braking,5.654,Y,108.0,22.0,Hardness tester,N,OEM-HYUNDAI,Customer concession raised
BATCH-2023-0049,2023-03-25,QC-01,Brake Shoe,PASS,,0.2323,N,186.0,0.0,Torque wrench,N,,Customer concession raised
BATCH-2022-0228,2023-09-06,QC-08,Wheel Hub Assy,PASS,,4.9582,N,,0.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2024-0411,2024-12-21,QC-07,Brake Pad Type B,REWORK,Surface delamination,10.5102,Y,195.0,12.0,Height gauge,N,,Waived by OEM
BATCH-2024-0360,2024-09-26,QC-01,Wheel Hub Assy,PASS,,0.2705,N,117.0,0.0,Height gauge,N,OEM-FORD,Customer concession raised
BATCH-2024-0378,2024-09-17,QC-08,Clutch Plate,PASS,,6.4465,,45.0,0.0,CMM,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2022-0149,2023-11-29,QC-04,Brake Disc,PASS,,3.1087,Y,89.0,0.0,Visual,N,OEM-MAHINDRA,OK
BATCH-2022-0074,2023-09-25,QC-05,Wheel Hub Assy,FAIL,Adhesive bond failure,1.5558,Y,32.0,7.0,Height gauge,N,OEM-MARUTI,Borderline - monitor next batch
BATCH-2024-0231,2023-07-24,QC-05,Drum Brake Assy,PASS,,1.0406,Y,65.0,0.0,Hardness tester,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2023-0418,2024-03-06,QC-06,Clutch Plate,REWORK,Dimensional out-of-spec,6.2127,,61.0,11.0,Visual,Y,,Waived by OEM
BATCH-2023-0385,2024-01-31,QC-09,Brake Pad Type B,PASS,,10.4845,N,61.0,0.0,Torque wrench,N,OEM-TVS,
BATCH-2022-0352,2024-08-30,QC-04,Wheel Hub Assy,FAIL,Noise under braking,0.0119,N,196.0,12.0,Torque wrench,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2023-0047,2024-11-01,QC-09,Brake Disc,PASS,,8.2069,Y,193.0,0.0,Hardness tester,Y,OEM-RENAULT,Customer concession raised
BATCH-2022-0322,2022-09-27,QC-09,ABS Sensor Ring,PASS,,3.4948,N,100.0,,Hardness tester,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0462,2022-07-29,QC-06,Brake Pad Type B,FAIL,Dimensional out-of-spec,6.4614,,191.0,22.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2024-0089,2022-05-18,QC-05,CV Joint,REWORK,Porosity - casting defect,11.7719,Y,132.0,5.0,Visual,N,,Escalated to QA Manager
BATCH-2023-0383,2023-07-12,QC-03,Brake Disc,FAIL,Adhesive bond failure,7.2179,Y,179.0,13.0,Torque wrench,Y,OEM-FORD,Borderline - monitor next batch
BATCH-2024-0473,2024-05-29,QC-03,Drum Brake Assy,PASS,,9.9986,Y,66.0,0.0,Height gauge,,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0392,2024-12-02,QC-01,Clutch Plate,PASS,,8.4065,Y,91.0,0.0,CMM,Y,OEM-SUZUKI,Waived by OEM
BATCH-2022-0464,2024-06-12,QC-06,CV Joint,PASS,,1.7432,,,0.0,Visual,Y,,OK
BATCH-2022-0446,2024-07-03,QC-03,ABS Sensor Ring,PASS,,3.8157,N,90.0,0.0,Height gauge,,,Waived by OEM
BATCH-2022-0185,2024-10-29,QC-03,Brake Pad Type A,PASS,,9.704,Y,125.0,0.0,Vernier,Y,OEM-TATA,Customer concession raised
BATCH-2023-0118,2023-05-18,QC-07,Brake Pad Type B,REWORK,Friction material cracking,11.3214,N,91.0,12.0,CMM,Y,OEM-FORD,OK
BATCH-2021-0270,2024-05-14,QC-02,Clutch Plate,PASS,,6.2624,Y,187.0,0.0,CMM,N,,
BATCH-2023-0410,2024-08-22,QC-03,Brake Disc,PASS,,0.9749,Y,,0.0,Vernier,Y,,Waived by OEM
BATCH-2021-0337,2024-03-18,QC-03,Drum Brake Assy,PASS,,9.6361,N,194.0,0.0,Hardness tester,N,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2021-0332,2023-10-05,QC-06,Brake Disc,PASS,,9.7783,N,125.0,0.0,Visual,,,Waived by OEM
BATCH-2023-0168,2022-08-22,QC-01,Brake Shoe,PASS,,2.4075,Y,198.0,0.0,Visual,Y,OEM-TVS,Re-inspect after rework
BATCH-2023-0064,2024-10-03,QC-05,Brake Pad Type B,PASS,,6.8533,Y,124.0,0.0,Visual,Y,OEM-RENAULT,OK
BATCH-2024-0065,2024-05-22,QC-06,Clutch Plate,PASS,,11.1935,N,108.0,0.0,Vernier,Y,OEM-TATA,Re-inspect after rework
BATCH-2021-0145,2024-10-16,QC-02,Brake Shoe,REWORK,Warpage > 0.3 mm,6.3358,N,184.0,9.0,Hardness tester,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2024-0252,2024-02-25,QC-05,Brake Pad Type A,REWORK,Corrosion pitting,7.9692,N,52.0,15.0,CMM,N,OEM-TATA,Customer concession raised
BATCH-2023-0456,2024-10-25,QC-08,Wheel Hub Assy,PASS,,9.5088,N,166.0,0.0,Hardness tester,Y,OEM-FORD,Escalated to QA Manager
BATCH-2023-0496,2024-04-01,QC-09,Drum Brake Assy,PASS,,6.8532,Y,,0.0,Vernier,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0128,2023-06-09,QC-02,Clutch Plate,FAIL,Noise under braking,9.5549,N,42.0,25.0,Hardness tester,Y,,Re-inspect after rework
BATCH-2022-0166,2023-11-11,QC-05,ABS Sensor Ring,PASS,,7.9562,N,168.0,0.0,CMM,Y,OEM-FORD,Borderline - monitor next batch
BATCH-2021-0471,2024-07-19,QC-03,Brake Pad Type A,FAIL,Noise under braking,7.4171,N,,14.0,Vernier,N,OEM-SUZUKI,Customer concession raised
BATCH-2021-0278,2024-04-12,QC-05,Disc Brake Caliper,PASS,,8.8444,Y,64.0,0.0,Vernier,Y,OEM-BAJAJ,Customer concession raised
BATCH-2024-0227,2023-12-01,QC-01,Clutch Plate,REWORK,Edge chipping,10.7531,N,,12.0,Visual,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0296,2024-11-24,QC-09,CV Joint,PASS,,5.4141,Y,184.0,0.0,Torque wrench,N,OEM-RENAULT,Customer concession raised
BATCH-2021-0110,2024-08-06,QC-08,Brake Shoe,FAIL,Friction material cracking,2.3159,Y,77.0,5.0,Visual,,,OK
BATCH-2023-0373,2024-12-30,QC-06,Brake Pad Type A,PASS,,8.3189,N,183.0,0.0,CMM,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2024-0005,2021-09-22,QC-07,CV Joint,REWORK,Porosity - casting defect,10.7377,Y,199.0,20.0,CMM,Y,OEM-HYUNDAI,
BATCH-2023-0262,2024-02-25,QC-09,Brake Disc,PASS,,3.1378,,177.0,0.0,Torque wrench,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2024-0179,2024-06-07,QC-07,Brake Shoe,PASS,,2.5263,N,79.0,0.0,Visual,N,,Waived by OEM
BATCH-2021-0142,2024-05-05,QC-08,Drum Brake Assy,PASS,,5.4559,N,23.0,0.0,Visual,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2024-0121,2024-08-16,QC-05,CV Joint,PASS,,7.2999,Y,179.0,,CMM,,OEM-MARUTI,Customer concession raised
BATCH-2021-0177,2024-11-04,QC-08,Brake Pad Type B,REWORK,Noise under braking,2.7906,N,143.0,22.0,Torque wrench,Y,OEM-BAJAJ,Borderline - monitor next batch
BATCH-2023-0296,2022-09-23,QC-01,Wheel Hub Assy,FAIL,Ovality - rotor,11.418,N,180.0,6.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2021-0079,2022-12-21,QC-03,CV Joint,PASS,,5.6488,,36.0,0.0,CMM,Y,OEM-MARUTI,Borderline - monitor next batch
BATCH-2023-0374,2024-11-04,QC-06,Drum Brake Assy,PASS,,4.9845,Y,124.0,,CMM,N,OEM-TATA,Waived by OEM
BATCH-2024-0031,2022-12-15,QC-06,Brake Pad Type A,PASS,,0.8795,N,31.0,0.0,Torque wrench,Y,OEM-SUZUKI,Waived by OEM
BATCH-2024-0429,2024-03-18,QC-03,Brake Disc,PASS,,9.5629,Y,32.0,,Visual,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0387,2024-05-10,QC-05,Brake Pad Type A,REWORK,Lining detachment,9.1281,N,172.0,9.0,Visual,N,OEM-HONDA,
BATCH-2023-0226,2024-02-13,QC-07,Clutch Plate,PASS,,9.2417,Y,185.0,0.0,Visual,N,,OK
BATCH-2023-0264,2024-01-21,QC-09,Brake Disc,PASS,,0.9842,N,109.0,0.0,Go/No-Go gauge,N,OEM-FORD,Customer concession raised
BATCH-2024-0343,2024-07-01,QC-05,Clutch Plate,PASS,,3.6775,Y,,0.0,Visual,N,OEM-BAJAJ,Borderline - monitor next batch
BATCH-2023-0214,2024-11-23,QC-07,ABS Sensor Ring,REWORK,Dimensional out-of-spec,11.4529,N,180.0,22.0,,N,,Waived by OEM
BATCH-2021-0295,2024-01-24,QC-05,Brake Shoe,PASS,,3.9415,N,161.0,0.0,,Y,OEM-FORD,
BATCH-2023-0017,2022-01-28,QC-02,Wheel Hub Assy,PASS,,0.0317,N,58.0,0.0,Height gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2021-0165,2024-02-22,QC-09,Brake Disc,FAIL,Edge chipping,9.9568,N,56.0,25.0,Visual,N,,OK
BATCH-2024-0331,2024-01-15,QC-08,CV Joint,PASS,,0.861,,39.0,0.0,Vernier,Y,,Escalated to QA Manager
BATCH-2023-0083,2023-06-13,QC-09,Disc Brake Caliper,REWORK,Friction material cracking,3.8925,,87.0,10.0,Hardness tester,N,OEM-TATA,Customer concession raised
BATCH-2021-0418,2023-11-10,QC-05,Brake Pad Type B,REWORK,Lining detachment,8.7461,N,133.0,20.0,Height gauge,Y,OEM-TATA,Borderline - monitor next batch
BATCH-2023-0446,2023-10-12,QC-01,Brake Pad Type A,REWORK,Noise under braking,2.6617,Y,101.0,7.0,Visual,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2023-0254,2023-04-13,QC-09,Drum Brake Assy,PASS,,8.7893,N,,,Go/No-Go gauge,N,OEM-HYUNDAI,OK
BATCH-2024-0071,2024-03-24,QC-02,Brake Pad Type B,PASS,,7.6451,N,20.0,0.0,Visual,Y,OEM-RENAULT,Borderline - monitor next batch
BATCH-2022-0441,2024-07-09,QC-02,Disc Brake Caliper,PASS,,0.5167,Y,154.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0067,2022-03-28,QC-08,Disc Brake Caliper,PASS,,2.4701,Y,55.0,0.0,Go/No-Go gauge,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0001,2024-09-03,QC-02,Brake Shoe,PASS,,10.5757,N,154.0,0.0,CMM,Y,OEM-HONDA,Escalated to QA Manager
BATCH-2024-0293,2023-12-21,QC-02,Brake Pad Type B,PASS,,6.7596,N,91.0,,,Y,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2022-0023,2021-05-18,QC-06,Drum Brake Assy,PASS,,5.2352,N,61.0,0.0,CMM,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2023-0137,2022-06-18,QC-09,Wheel Hub Assy,PASS,,0.9544,,31.0,0.0,Torque wrench,Y,OEM-FORD,Waived by OEM
BATCH-2021-0402,2021-10-13,QC-08,Disc Brake Caliper,PASS,,1.649,Y,159.0,0.0,Height gauge,N,,Re-inspect after rework
BATCH-2021-0159,2023-12-01,QC-08,ABS Sensor Ring,PASS,,6.1826,N,86.0,0.0,Torque wrench,N,OEM-SUZUKI,Customer concession raised
BATCH-2021-0062,2024-05-08,QC-03,Brake Disc,PASS,,2.4334,Y,195.0,0.0,Go/No-Go gauge,N,,Borderline - monitor next batch
BATCH-2023-0328,2022-09-18,QC-08,Drum Brake Assy,FAIL,Improper heat treatment,2.8549,N,43.0,,Torque wrench,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0219,2024-08-03,QC-05,Brake Shoe,PASS,,9.8602,Y,40.0,0.0,Torque wrench,Y,,
BATCH-2024-0437,2024-10-18,QC-05,Drum Brake Assy,PASS,,7.6329,N,77.0,0.0,Visual,,,Borderline - monitor next batch
BATCH-2024-0074,2024-02-09,QC-07,CV Joint,PASS,,3.698,N,23.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2021-0315,2021-07-19,QC-06,ABS Sensor Ring,PASS,,3.7934,N,22.0,0.0,Visual,Y,OEM-RENAULT,Customer concession raised
BATCH-2024-0422,2022-12-23,QC-02,Brake Pad Type B,PASS,,9.2852,Y,54.0,0.0,Go/No-Go gauge,Y,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0496,2022-06-22,QC-08,Clutch Plate,PASS,,0.6854,N,52.0,0.0,CMM,Y,,Customer concession raised
BATCH-2024-0158,2024-07-02,QC-06,CV Joint,PASS,,5.3599,Y,27.0,0.0,Torque wrench,N,OEM-MARUTI,OK
BATCH-2022-0399,2023-04-29,QC-06,Wheel Hub Assy,REWORK,Dimensional out-of-spec,11.2929,N,134.0,10.0,,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2023-0425,2024-10-30,QC-07,Brake Disc,PASS,,2.7786,Y,49.0,0.0,Vernier,Y,OEM-TVS,Escalated to QA Manager
BATCH-2021-0287,2022-11-05,QC-01,Brake Pad Type B,PASS,,6.2483,Y,111.0,0.0,CMM,Y,,Waived by OEM
BATCH-2021-0231,2022-07-03,QC-03,Brake Pad Type A,REWORK,Edge chipping,2.2269,N,,7.0,Hardness tester,N,OEM-MARUTI,Waived by OEM
BATCH-2022-0213,2024-06-08,QC-09,Disc Brake Caliper,PASS,,7.8215,Y,197.0,0.0,Torque wrench,N,OEM-HONDA,OK
BATCH-2022-0356,2024-11-04,QC-03,Clutch Plate,PASS,,2.5788,,183.0,0.0,Visual,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2022-0388,2024-09-20,QC-04,Disc Brake Caliper,FAIL,Warpage > 0.3 mm,5.5766,Y,80.0,12.0,Height gauge,,,Waived by OEM
BATCH-2023-0395,2024-01-07,QC-03,Clutch Plate,FAIL,Edge chipping,0.7939,Y,20.0,4.0,Vernier,N,OEM-MARUTI,Borderline - monitor next batch
BATCH-2021-0328,2023-11-22,QC-09,Brake Disc,PASS,,4.5027,Y,72.0,0.0,Visual,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0039,2023-09-28,QC-07,Wheel Hub Assy,PASS,,5.3224,Y,112.0,0.0,CMM,N,,
BATCH-2022-0496,2024-07-27,QC-08,Brake Shoe,PASS,,11.525,Y,67.0,0.0,,N,OEM-MARUTI,Escalated to QA Manager
BATCH-2022-0364,2023-11-07,QC-03,Disc Brake Caliper,PASS,,10.628,N,178.0,0.0,Vernier,,OEM-SUZUKI,Re-inspect after rework
BATCH-2023-0164,2022-01-24,QC-01,Drum Brake Assy,FAIL,Surface delamination,2.5614,N,82.0,15.0,Go/No-Go gauge,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0167,2023-07-09,QC-02,Brake Shoe,PASS,,0.4175,Y,67.0,0.0,Visual,N,OEM-MAHINDRA,
BATCH-2021-0257,2023-03-19,QC-07,Disc Brake Caliper,PASS,,9.7598,Y,84.0,0.0,Vernier,Y,OEM-MARUTI,Customer concession raised
BATCH-2021-0263,2023-12-17,QC-08,Drum Brake Assy,PASS,,2.2985,Y,146.0,0.0,Torque wrench,Y,OEM-MARUTI,OK
BATCH-2022-0316,2024-05-18,QC-03,Disc Brake Caliper,PASS,,8.7762,N,51.0,0.0,Hardness tester,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2024-0491,2023-05-16,QC-03,Brake Pad Type A,PASS,,8.724,Y,128.0,0.0,Height gauge,N,,Escalated to QA Manager
BATCH-2021-0359,2024-12-18,QC-02,Disc Brake Caliper,PASS,,6.8269,Y,157.0,0.0,Hardness tester,Y,OEM-MARUTI,Waived by OEM
BATCH-2023-0336,2023-04-28,QC-09,ABS Sensor Ring,PASS,,6.2457,Y,154.0,0.0,Go/No-Go gauge,N,OEM-HYUNDAI,Customer concession raised
BATCH-2024-0181,2021-04-24,QC-01,Disc Brake Caliper,FAIL,Surface delamination,8.5874,,167.0,5.0,Torque wrench,N,OEM-TATA,Re-inspect after rework
BATCH-2021-0497,2023-06-26,QC-05,Clutch Plate,FAIL,Improper heat treatment,4.6079,Y,122.0,6.0,CMM,Y,OEM-BAJAJ,Waived by OEM
BATCH-2021-0399,2021-06-09,QC-02,Brake Disc,PASS,,11.4295,Y,83.0,,Go/No-Go gauge,Y,OEM-TATA,OK
BATCH-2024-0019,2024-12-30,QC-05,Brake Disc,FAIL,Dimensional out-of-spec,9.7509,Y,133.0,18.0,Go/No-Go gauge,N,OEM-HYUNDAI,
BATCH-2022-0096,2024-12-13,QC-07,Brake Pad Type A,PASS,,7.4679,Y,125.0,0.0,Vernier,N,,OK
BATCH-2024-0138,2023-12-24,QC-01,Clutch Plate,PASS,,0.8447,N,87.0,0.0,Hardness tester,Y,OEM-FORD,
BATCH-2023-0128,2024-11-09,QC-01,Brake Shoe,PASS,,7.3906,N,103.0,0.0,Go/No-Go gauge,Y,,Customer concession raised
BATCH-2023-0380,2023-07-08,QC-03,Brake Disc,PASS,,9.6866,N,122.0,0.0,Visual,Y,OEM-HONDA,Escalated to QA Manager
BATCH-2021-0066,2024-12-14,QC-09,Brake Pad Type A,PASS,,5.61,Y,186.0,0.0,Go/No-Go gauge,Y,OEM-RENAULT,OK
BATCH-2022-0290,2024-09-04,QC-03,Brake Pad Type B,PASS,,7.9189,Y,84.0,0.0,Vernier,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2024-0320,2023-05-11,QC-01,Brake Pad Type B,PASS,,4.1368,Y,46.0,,Torque wrench,N,OEM-TATA,OK
BATCH-2022-0380,2021-05-26,QC-04,Brake Shoe,PASS,,4.7604,N,89.0,0.0,Go/No-Go gauge,,OEM-SUZUKI,Customer concession raised
BATCH-2023-0439,2024-05-15,QC-01,Drum Brake Assy,PASS,,8.0003,Y,95.0,0.0,,N,OEM-TVS,Re-inspect after rework
BATCH-2022-0277,2024-07-30,QC-02,Brake Shoe,PASS,,4.3593,Y,115.0,0.0,CMM,Y,OEM-SUZUKI,
BATCH-2022-0358,2023-07-11,QC-05,Clutch Plate,REWORK,Warpage > 0.3 mm,1.2526,,199.0,23.0,Visual,Y,,OK
