date,shift,machine_id,operator_id,batch_id,input_lot_ref,units_produced,cycle_time_min,product_type,planned_units,downtime_min,downtime_reason,scrap_units,line_id,remark
2024-04-09,A,MC-15,OP-011,BATCH-2021-0039,LOT-2022-032,244,12.901,Brake Disc,509.0,,Mould repair,25.0,LINE-6,Rush order
2021-11-26,B,MC-03,OP-020,BATCH-2024-0129,LOT-2022-1946,299,9.64,Brake Pad Type A,398.0,0.0,Machine fault,15.0,LINE-3,Speed reduced - vibration
2021-01-24,B,MC-14,OP-024,BATCH-2023-0262,LOT-2021-2463,354,10.488,Clutch Plate,,42.8,Mould repair,23.0,LINE-1,Tooling replaced mid-shift
2021-05-16,A,MC-06,OP-024,BATCH-2023-0150,LOT-2023-647,497,13.771,Disc Brake Caliper,399.0,,Machine fault,17.0,LINE-4,Tooling replaced mid-shift
2021-05-05,A,MC-03,OP-003,BATCH-2024-0083,LOT-2024-417,343,14.263,CV Joint,488.0,0.0,Setup/changeover,5.0,LINE-5,Customer priority
2023-10-26,C,MC-12,OP-006,BATCH-2021-0194,LOT-2021-1931,427,12.494,CV Joint,448.0,0.0,Setup/changeover,14.0,LINE-3,Rush order
2022-10-08,B,MC-14,OP-002,BATCH-2023-0064,LOT-2023-1055,467,10.794,Drum Brake Assy,466.0,,Setup/changeover,21.0,LINE-6,
2023-03-05,A,MC-07,OP-012,BATCH-2023-0303,LOT-2022-1895,284,10.056,Drum Brake Assy,409.0,0.0,Setup/changeover,10.0,LINE-5,
2024-11-29,C,MC-15,OP-001,BATCH-2024-0387,LOT-2022-503,386,9.554,Disc Brake Caliper,,0.0,Setup/changeover,,LINE-2,New mould trial
2023-10-19,B,MC-05,OP-030,BATCH-2023-0491,LOT-2024-2467,283,12.652,Wheel Hub Assy,445.0,103.0,Tool change,30.0,LINE-6,Tooling replaced mid-shift
2021-09-30,A,MC-13,OP-024,BATCH-2021-0302,LOT-2021-402,266,9.747,Disc Brake Caliper,470.0,24.4,Quality hold,16.0,LINE-4,Normal run
2021-06-25,C,MC-15,OP-001,BATCH-2024-0357,LOT-2024-810,371,10.036,Disc Brake Caliper,445.0,,,,LINE-6,New mould trial
2022-02-24,B,MC-15,OP-011,BATCH-2022-0046,LOT-2023-2059,450,8.484,Brake Shoe,483.0,0.0,Material shortage,28.0,,Tooling replaced mid-shift
2024-06-01,C,MC-07,OP-010,BATCH-2023-0160,LOT-2024-1030,347,11.462,Brake Shoe,447.0,0.0,,7.0,LINE-6,Rush order
2021-06-12,C,MC-02,OP-025,BATCH-2021-0249,LOT-2024-2168,372,9.35,Drum Brake Assy,432.0,148.8,Hydraulic issue,9.0,,Customer priority
2022-04-03,C,MC-04,OP-024,BATCH-2024-0395,LOT-2021-528,566,8.64,Brake Shoe,551.0,148.4,Machine fault,25.0,LINE-5,Customer priority
2021-08-02,C,MC-11,OP-030,BATCH-2021-0132,LOT-2021-454,396,11.574,ABS Sensor Ring,,227.5,Operator break,30.0,LINE-3,Rush order
2023-11-28,C,MC-05,OP-014,BATCH-2024-0293,LOT-2024-018,350,10.444,Brake Pad Type A,387.0,0.0,Hydraulic issue,29.0,LINE-4,Customer priority
2022-06-15,B,MC-04,OP-006,BATCH-2021-0407,LOT-2024-1991,401,10.645,Brake Pad Type A,561.0,103.8,,25.0,LINE-5,Tooling replaced mid-shift
2023-11-16,C,MC-08,OP-014,BATCH-2021-0027,LOT-2021-1110,315,11.716,Clutch Plate,464.0,0.0,Mould repair,,LINE-5,Customer priority
2021-06-27,C,MC-11,OP-008,BATCH-2023-0277,LOT-2022-1076,323,12.942,Disc Brake Caliper,426.0,0.0,,15.0,LINE-2,Customer priority
2023-07-02,C,MC-05,OP-007,BATCH-2022-0334,LOT-2023-2080,195,12.886,Brake Shoe,382.0,0.0,Power outage,,LINE-6,Normal run
2023-12-25,C,MC-06,OP-007,BATCH-2021-0179,LOT-2023-1117,325,12.945,Brake Pad Type A,429.0,0.0,Quality hold,27.0,LINE-2,Rush order
2022-08-08,A,MC-05,OP-015,BATCH-2021-0444,LOT-2024-370,502,14.041,Brake Pad Type B,411.0,154.6,Setup/changeover,22.0,LINE-3,Customer priority
2022-07-13,C,MC-03,OP-023,BATCH-2021-0393,LOT-2024-2491,491,9.914,Clutch Plate,583.0,214.1,Mould repair,2.0,LINE-2,Rush order
2023-01-08,C,MC-03,OP-011,BATCH-2021-0208,LOT-2023-2457,357,13.655,Disc Brake Caliper,500.0,210.8,Mould repair,9.0,,Customer priority
2021-04-11,B,MC-11,OP-019,BATCH-2021-0143,LOT-2021-523,448,10.092,Disc Brake Caliper,440.0,197.1,Hydraulic issue,15.0,LINE-3,Customer priority
2023-07-14,C,MC-02,OP-021,BATCH-2024-0394,LOT-2022-714,226,11.971,Disc Brake Caliper,470.0,49.9,Setup/changeover,7.0,LINE-3,Rush order
2021-02-18,B,MC-06,OP-019,BATCH-2021-0152,LOT-2023-458,432,5.256,Wheel Hub Assy,374.0,0.0,,4.0,LINE-3,Customer priority
2023-11-10,C,MC-06,OP-006,BATCH-2022-0018,LOT-2024-1257,352,12.112,Wheel Hub Assy,467.0,0.0,Tool change,18.0,LINE-1,Customer priority
2021-07-22,B,MC-15,OP-008,BATCH-2024-0488,LOT-2023-695,404,12.834,Brake Pad Type B,,0.0,Tool change,26.0,LINE-4,New mould trial
2024-08-29,A,MC-01,OP-005,BATCH-2024-0471,LOT-2021-2133,474,12.497,Brake Pad Type B,472.0,0.0,Material shortage,19.0,LINE-6,New mould trial
2023-08-28,A,MC-13,OP-012,BATCH-2023-0386,LOT-2024-998,403,15.345,Drum Brake Assy,479.0,0.0,Machine fault,7.0,LINE-4,Customer priority
2024-11-23,C,MC-07,OP-030,BATCH-2021-0183,LOT-2024-055,332,12.021,Wheel Hub Assy,495.0,0.0,Power outage,10.0,LINE-3,Rush order
2024-04-26,B,MC-02,OP-018,BATCH-2024-0255,LOT-2024-1685,367,13.787,Brake Disc,472.0,0.0,Mould repair,1.0,LINE-1,Tooling replaced mid-shift
2022-06-06,A,MC-12,OP-021,BATCH-2024-0284,LOT-2024-080,209,12.129,Disc Brake Caliper,425.0,0.0,Operator break,25.0,LINE-2,Rush order
2024-07-28,A,MC-07,OP-009,BATCH-2023-0015,LOT-2023-2485,468,13.483,Wheel Hub Assy,461.0,0.0,Material shortage,11.0,LINE-5,New mould trial
2024-10-20,B,MC-11,OP-015,BATCH-2021-0146,LOT-2022-302,569,11.125,Drum Brake Assy,,0.0,Material shortage,28.0,LINE-3,Customer priority
2022-07-15,C,MC-03,OP-025,BATCH-2022-0004,LOT-2024-972,492,11.296,Wheel Hub Assy,496.0,198.0,Tool change,7.0,LINE-1,Customer priority
2024-10-27,C,MC-09,OP-006,BATCH-2021-0142,LOT-2021-459,366,10.613,Drum Brake Assy,371.0,0.0,Mould repair,13.0,LINE-4,Speed reduced - vibration
2023-07-27,A,MC-13,OP-004,BATCH-2023-0450,LOT-2021-049,441,12.183,ABS Sensor Ring,520.0,0.0,Material shortage,23.0,LINE-6,Tooling replaced mid-shift
2024-01-12,C,MC-11,OP-021,BATCH-2022-0332,LOT-2021-1234,491,10.902,Brake Pad Type B,379.0,0.0,Hydraulic issue,28.0,LINE-6,Customer priority
2022-11-05,A,MC-11,OP-027,BATCH-2023-0431,LOT-2024-2306,458,13.833,ABS Sensor Ring,495.0,87.1,Material shortage,25.0,LINE-6,Speed reduced - vibration
2021-11-16,B,MC-04,OP-007,BATCH-2024-0103,LOT-2022-1060,517,11.055,Clutch Plate,422.0,0.0,Power outage,9.0,LINE-3,Normal run
2022-07-15,B,MC-11,OP-015,BATCH-2022-0402,LOT-2021-1351,353,11.383,ABS Sensor Ring,445.0,0.0,Operator break,29.0,LINE-4,Normal run
2024-09-08,B,MC-10,OP-022,BATCH-2024-0221,LOT-2021-089,438,11.228,Disc Brake Caliper,441.0,0.0,Operator break,8.0,LINE-5,Customer priority
2024-06-06,A,MC-05,OP-019,BATCH-2023-0168,LOT-2022-1819,350,13.477,Drum Brake Assy,454.0,224.6,,,LINE-4,Tooling replaced mid-shift
2023-10-16,A,MC-02,OP-022,BATCH-2021-0309,LOT-2021-1874,404,9.93,Disc Brake Caliper,370.0,0.0,Hydraulic issue,12.0,LINE-6,Customer priority
2023-12-10,B,MC-12,OP-025,BATCH-2021-0164,LOT-2022-1658,537,12.665,ABS Sensor Ring,352.0,118.9,Quality hold,9.0,LINE-1,New mould trial
2023-04-22,B,MC-12,OP-006,BATCH-2022-0156,LOT-2022-991,488,13.437,ABS Sensor Ring,,0.0,Machine fault,21.0,LINE-5,Tooling replaced mid-shift
2021-09-22,B,MC-10,OP-018,BATCH-2023-0443,LOT-2024-1986,563,11.955,Brake Pad Type A,364.0,0.0,Machine fault,24.0,LINE-1,Normal run
2024-08-10,B,MC-11,OP-023,BATCH-2024-0459,LOT-2021-1479,452,12.014,CV Joint,413.0,0.0,Mould repair,27.0,,Customer priority
2024-04-22,A,MC-03,OP-002,BATCH-2022-0316,LOT-2021-648,471,7.998,Brake Shoe,509.0,0.0,,25.0,LINE-3,Customer priority
2023-01-25,A,MC-07,OP-020,BATCH-2022-0418,LOT-2023-460,340,9.432,Brake Disc,443.0,0.0,Setup/changeover,16.0,LINE-1,Normal run
2024-03-22,C,MC-10,OP-005,BATCH-2024-0274,LOT-2024-426,458,11.844,Brake Shoe,405.0,,Tool change,30.0,LINE-2,Speed reduced - vibration
2022-07-17,A,MC-07,OP-029,BATCH-2022-0479,LOT-2023-323,374,9.121,Brake Shoe,436.0,0.0,Machine fault,0.0,LINE-5,New mould trial
2021-05-07,B,MC-11,OP-026,BATCH-2021-0395,LOT-2023-348,516,11.491,CV Joint,501.0,0.0,Hydraulic issue,9.0,LINE-5,Tooling replaced mid-shift
2022-03-28,B,MC-13,OP-014,BATCH-2023-0126,LOT-2021-111,550,10.265,Brake Disc,438.0,0.0,Setup/changeover,10.0,LINE-4,
2021-07-31,C,MC-12,OP-020,BATCH-2023-0283,LOT-2022-1578,615,14.533,Disc Brake Caliper,349.0,0.0,Hydraulic issue,24.0,LINE-1,Customer priority
2022-06-26,C,MC-12,OP-026,BATCH-2024-0141,LOT-2024-611,454,11.501,Brake Pad Type B,499.0,0.0,Machine fault,27.0,LINE-6,Tooling replaced mid-shift
2023-05-05,C,MC-13,OP-016,BATCH-2024-0158,LOT-2021-441,352,9.737,Brake Pad Type B,409.0,0.0,Machine fault,3.0,LINE-5,New mould trial
2024-06-09,A,MC-03,OP-009,BATCH-2021-0041,LOT-2024-1688,368,13.212,ABS Sensor Ring,379.0,82.0,Quality hold,17.0,LINE-6,Customer priority
2022-01-27,B,MC-01,OP-014,BATCH-2023-0230,LOT-2024-055,363,7.743,Brake Shoe,510.0,0.0,Operator break,,LINE-2,New mould trial
2024-11-04,C,MC-12,OP-030,BATCH-2024-0250,LOT-2021-651,534,10.813,Brake Pad Type A,432.0,0.0,Operator break,6.0,LINE-2,Customer priority
2023-11-10,A,MC-03,OP-023,BATCH-2023-0040,LOT-2022-1014,460,14.596,Wheel Hub Assy,474.0,0.0,,27.0,LINE-3,Customer priority
2021-05-16,C,MC-08,OP-006,BATCH-2023-0328,LOT-2024-1815,357,8.1,CV Joint,383.0,0.0,Machine fault,12.0,LINE-2,Tooling replaced mid-shift
2021-11-02,B,MC-15,OP-017,BATCH-2023-0028,LOT-2023-708,426,10.124,Brake Disc,461.0,0.0,Mould repair,30.0,LINE-4,Customer priority
2023-12-27,B,MC-01,OP-008,BATCH-2024-0434,LOT-2023-1775,370,9.278,ABS Sensor Ring,379.0,0.0,Machine fault,14.0,LINE-6,Rush order
2023-09-06,A,MC-12,OP-025,BATCH-2023-0406,LOT-2021-1228,560,13.367,Brake Pad Type B,553.0,0.0,Hydraulic issue,7.0,LINE-4,Speed reduced - vibration
2022-02-24,B,MC-09,OP-024,BATCH-2021-0098,LOT-2024-2194,468,10.597,Brake Shoe,529.0,0.0,Operator break,,LINE-6,Speed reduced - vibration
2024-02-21,A,MC-02,OP-010,BATCH-2021-0252,LOT-2022-1192,417,11.964,Brake Pad Type A,447.0,208.8,Operator break,17.0,LINE-6,New mould trial
2024-06-23,C,MC-03,OP-030,BATCH-2021-0259,LOT-2024-1598,154,14.87,Clutch Plate,479.0,64.2,Hydraulic issue,4.0,LINE-1,Speed reduced - vibration
2021-12-09,C,MC-05,OP-029,BATCH-2021-0485,LOT-2022-1286,449,11.37,Disc Brake Caliper,459.0,58.1,Operator break,25.0,LINE-1,New mould trial
2024-03-25,A,MC-14,OP-021,BATCH-2022-0094,LOT-2024-2283,366,12.795,CV Joint,,0.0,Quality hold,16.0,LINE-1,Speed reduced - vibration
2021-01-17,C,MC-05,OP-009,BATCH-2023-0244,LOT-2021-1025,436,12.679,CV Joint,438.0,0.0,Mould repair,16.0,LINE-3,Normal run
2021-06-09,B,MC-14,OP-028,BATCH-2023-0298,LOT-2024-587,453,9.418,Wheel Hub Assy,392.0,0.0,Setup/changeover,6.0,LINE-2,
2021-11-06,A,MC-15,OP-011,BATCH-2021-0284,LOT-2021-938,441,12.925,Brake Disc,,0.0,Hydraulic issue,14.0,LINE-2,Normal run
2022-05-12,B,MC-09,OP-028,BATCH-2022-0483,LOT-2021-163,466,10.359,Wheel Hub Assy,438.0,17.3,Mould repair,5.0,,
2022-04-11,A,MC-11,OP-022,BATCH-2022-0354,LOT-2023-487,299,9.712,ABS Sensor Ring,507.0,72.8,Setup/changeover,18.0,LINE-2,New mould trial
2022-11-13,A,MC-02,OP-021,BATCH-2022-0104,LOT-2023-128,422,10.696,Brake Pad Type A,443.0,0.0,Tool change,29.0,LINE-5,Speed reduced - vibration
2021-11-05,C,MC-05,OP-010,BATCH-2024-0034,LOT-2024-895,464,12.425,Brake Pad Type B,445.0,0.0,Material shortage,12.0,,Customer priority
2024-07-05,C,MC-03,OP-017,BATCH-2024-0440,LOT-2022-1464,518,13.538,Drum Brake Assy,474.0,0.0,Machine fault,22.0,LINE-3,Normal run
2021-01-31,C,MC-08,OP-010,BATCH-2024-0154,LOT-2024-231,424,12.88,Wheel Hub Assy,468.0,0.0,Operator break,12.0,LINE-6,New mould trial
2021-08-05,B,MC-08,OP-026,BATCH-2024-0181,LOT-2024-1496,515,13.389,Brake Pad Type B,388.0,0.0,Operator break,30.0,LINE-3,Rush order
2022-10-31,C,MC-02,OP-021,BATCH-2022-0433,LOT-2022-360,322,10.027,Brake Shoe,508.0,0.0,Operator break,4.0,LINE-3,Normal run
2024-10-13,A,MC-03,OP-030,BATCH-2021-0229,LOT-2023-2419,278,12.329,ABS Sensor Ring,471.0,0.0,Tool change,27.0,,Normal run
2024-10-18,B,MC-07,OP-023,BATCH-2021-0346,LOT-2022-1543,524,11.879,Brake Pad Type A,369.0,0.0,Power outage,18.0,LINE-2,Tooling replaced mid-shift
2021-05-29,C,MC-08,OP-004,BATCH-2021-0187,LOT-2021-2384,333,9.018,Brake Pad Type A,417.0,0.0,Machine fault,9.0,LINE-6,New mould trial
2022-11-03,B,MC-06,OP-004,BATCH-2023-0377,LOT-2022-849,403,9.053,Brake Disc,538.0,0.0,Tool change,0.0,LINE-2,Normal run
2023-07-08,C,MC-02,OP-021,BATCH-2021-0286,LOT-2024-203,300,14.327,Brake Disc,521.0,160.9,,18.0,LINE-1,Rush order
2021-09-22,A,MC-11,OP-010,BATCH-2022-0470,LOT-2023-1505,500,10.043,Disc Brake Caliper,470.0,0.0,Hydraulic issue,,LINE-3,New mould trial
2022-04-24,A,MC-03,OP-028,BATCH-2021-0423,LOT-2022-935,305,13.413,Wheel Hub Assy,445.0,0.0,Machine fault,2.0,LINE-2,Customer priority
2023-06-21,C,MC-15,OP-012,BATCH-2023-0084,LOT-2024-301,383,8.93,Drum Brake Assy,301.0,0.0,,28.0,LINE-4,Speed reduced - vibration
2021-10-25,B,MC-01,OP-008,BATCH-2023-0462,LOT-2021-1806,326,13.837,Drum Brake Assy,425.0,0.0,Quality hold,1.0,LINE-6,Rush order
2024-03-04,C,MC-11,OP-008,BATCH-2022-0119,LOT-2022-753,404,12.877,Wheel Hub Assy,558.0,0.0,Mould repair,20.0,LINE-1,New mould trial
2023-04-19,B,MC-06,OP-007,BATCH-2023-0277,LOT-2022-1946,539,9.458,Brake Disc,333.0,0.0,Setup/changeover,22.0,LINE-1,Tooling replaced mid-shift
2024-02-16,C,MC-14,OP-016,BATCH-2023-0116,LOT-2023-117,632,16.265,Brake Pad Type B,461.0,,Operator break,20.0,LINE-5,Normal run
2022-03-18,A,MC-08,OP-026,BATCH-2024-0357,LOT-2024-354,305,13.523,Brake Pad Type A,443.0,201.8,,20.0,LINE-6,Normal run
2022-12-26,A,MC-06,OP-001,BATCH-2022-0267,LOT-2024-1005,409,13.378,Brake Shoe,470.0,63.0,Machine fault,,LINE-2,Rush order
2021-01-24,A,MC-15,OP-014,BATCH-2022-0147,LOT-2023-408,313,10.818,Brake Shoe,489.0,118.1,Machine fault,7.0,LINE-2,
2024-06-29,B,MC-13,OP-029,BATCH-2023-0183,LOT-2024-2451,465,12.05,Wheel Hub Assy,506.0,0.0,Power outage,18.0,LINE-5,Normal run
2022-06-11,C,MC-07,OP-018,BATCH-2024-0284,LOT-2023-382,387,11.875,Disc Brake Caliper,247.0,124.4,Machine fault,13.0,,New mould trial
2024-06-09,A,MC-14,OP-019,BATCH-2022-0300,LOT-2021-1318,379,13.104,Brake Shoe,426.0,,Quality hold,27.0,LINE-3,Tooling replaced mid-shift
2023-03-01,C,MC-10,OP-025,BATCH-2023-0445,LOT-2022-324,378,9.313,Disc Brake Caliper,510.0,,Material shortage,19.0,LINE-6,Rush order
2021-08-29,C,MC-05,OP-011,BATCH-2022-0292,LOT-2021-2142,469,13.233,Brake Disc,346.0,,Quality hold,,LINE-4,Speed reduced - vibration
2024-07-11,C,MC-09,OP-029,BATCH-2022-0305,LOT-2022-1542,405,10.912,Brake Pad Type A,433.0,0.0,Mould repair,,LINE-1,Customer priority
2023-05-31,B,MC-13,OP-020,BATCH-2022-0464,LOT-2022-927,364,10.773,Disc Brake Caliper,,,Operator break,25.0,LINE-3,Normal run
2024-12-11,B,MC-04,OP-021,BATCH-2023-0382,LOT-2024-998,247,15.232,Brake Disc,479.0,52.6,Quality hold,24.0,LINE-3,Tooling replaced mid-shift
2023-10-06,B,MC-01,OP-013,BATCH-2024-0433,LOT-2023-368,416,13.404,CV Joint,362.0,90.3,Power outage,,LINE-3,Tooling replaced mid-shift
2024-09-02,A,MC-03,OP-012,BATCH-2023-0006,LOT-2021-399,360,11.246,Brake Pad Type A,531.0,0.0,Material shortage,4.0,,Customer priority
2022-08-11,A,MC-05,OP-020,BATCH-2023-0071,LOT-2024-1215,415,12.445,ABS Sensor Ring,414.0,0.0,Operator break,26.0,LINE-4,
2023-07-05,A,MC-04,OP-001,BATCH-2022-0399,LOT-2022-2397,463,15.022,CV Joint,509.0,0.0,Hydraulic issue,11.0,LINE-6,Tooling replaced mid-shift
2022-06-15,B,MC-15,OP-026,BATCH-2021-0308,LOT-2022-120,412,12.919,ABS Sensor Ring,484.0,0.0,,,LINE-1,Speed reduced - vibration
2021-08-26,B,MC-08,OP-024,BATCH-2024-0121,LOT-2021-393,465,13.835,Brake Disc,516.0,0.0,,15.0,LINE-6,Normal run
2023-04-24,B,MC-05,OP-001,BATCH-2021-0121,LOT-2023-239,408,12.848,Disc Brake Caliper,427.0,0.0,Power outage,17.0,LINE-2,Rush order
2024-03-16,A,MC-03,OP-012,BATCH-2021-0094,LOT-2024-488,336,10.934,Brake Pad Type B,445.0,0.0,Power outage,4.0,LINE-5,Normal run
2023-12-12,C,MC-08,OP-004,BATCH-2024-0360,LOT-2022-1427,270,13.307,CV Joint,283.0,0.0,Quality hold,9.0,LINE-1,
2021-10-08,B,MC-15,OP-029,BATCH-2022-0056,LOT-2021-558,664,14.654,Brake Pad Type B,434.0,0.0,Setup/changeover,17.0,LINE-2,Rush order
2021-09-14,B,MC-03,OP-018,BATCH-2021-0169,LOT-2021-329,420,12.136,ABS Sensor Ring,414.0,0.0,Setup/changeover,10.0,LINE-3,New mould trial
2022-05-26,B,MC-08,OP-030,BATCH-2024-0057,LOT-2022-320,437,11.198,Brake Pad Type B,444.0,0.0,Material shortage,21.0,LINE-1,Rush order
2023-03-24,A,MC-03,OP-014,BATCH-2024-0120,LOT-2023-2415,436,8.742,Drum Brake Assy,452.0,0.0,Mould repair,5.0,LINE-5,Speed reduced - vibration
2022-08-03,A,MC-11,OP-014,BATCH-2023-0155,LOT-2024-1229,434,11.771,Brake Disc,,158.8,Power outage,15.0,LINE-5,Rush order
2024-10-08,C,MC-12,OP-015,BATCH-2024-0130,LOT-2023-590,522,10.757,Brake Pad Type B,463.0,141.4,Power outage,21.0,LINE-2,New mould trial
2021-03-12,B,MC-07,OP-023,BATCH-2021-0215,LOT-2023-941,536,11.333,Brake Pad Type A,462.0,0.0,Machine fault,25.0,LINE-4,Tooling replaced mid-shift
2022-10-18,B,MC-04,OP-026,BATCH-2022-0440,LOT-2022-1716,411,14.098,Brake Disc,434.0,58.9,Machine fault,0.0,LINE-5,Speed reduced - vibration
2023-08-11,C,MC-14,OP-017,BATCH-2021-0192,LOT-2023-112,535,11.282,Clutch Plate,398.0,0.0,Operator break,12.0,LINE-2,
2024-10-04,A,MC-13,OP-008,BATCH-2022-0178,LOT-2023-1814,481,10.86,Brake Shoe,487.0,39.6,Operator break,14.0,LINE-4,New mould trial
2021-08-17,C,MC-14,OP-005,BATCH-2022-0336,LOT-2024-335,174,11.511,ABS Sensor Ring,422.0,40.9,Setup/changeover,17.0,LINE-4,Rush order
2021-04-18,B,MC-05,OP-004,BATCH-2022-0416,LOT-2023-1470,324,10.338,Brake Pad Type A,415.0,0.0,Tool change,22.0,LINE-4,New mould trial
2021-02-20,C,MC-13,OP-029,BATCH-2022-0350,LOT-2023-179,415,8.629,Brake Pad Type B,468.0,94.7,Power outage,29.0,LINE-2,Rush order
2023-07-08,C,MC-11,OP-002,BATCH-2022-0118,LOT-2021-1276,542,12.09,CV Joint,498.0,0.0,Machine fault,4.0,LINE-2,Customer priority
2021-08-20,B,MC-15,OP-010,BATCH-2022-0472,LOT-2021-402,518,14.097,Brake Pad Type A,562.0,61.4,Operator break,3.0,,Tooling replaced mid-shift
2024-02-08,B,MC-15,OP-006,BATCH-2021-0386,LOT-2021-1864,375,9.991,Clutch Plate,,0.0,Hydraulic issue,0.0,LINE-1,Speed reduced - vibration
2024-05-14,B,MC-12,OP-021,BATCH-2024-0037,LOT-2023-092,483,13.129,Drum Brake Assy,563.0,0.0,Quality hold,19.0,LINE-6,Rush order
2023-08-27,C,MC-04,OP-026,BATCH-2023-0444,LOT-2023-185,421,12.395,Brake Shoe,391.0,,Quality hold,4.0,LINE-1,Speed reduced - vibration
2022-01-04,C,MC-04,OP-030,BATCH-2021-0022,LOT-2022-343,612,10.793,Brake Pad Type B,431.0,0.0,Setup/changeover,5.0,,New mould trial
2023-10-06,C,MC-08,OP-007,BATCH-2022-0307,LOT-2023-036,388,10.146,Drum Brake Assy,,0.0,Machine fault,5.0,LINE-3,Tooling replaced mid-shift
2023-01-28,A,MC-09,OP-012,BATCH-2022-0057,LOT-2022-1272,372,8.632,Disc Brake Caliper,402.0,0.0,Setup/changeover,12.0,,Speed reduced - vibration
2022-04-05,A,MC-14,OP-006,BATCH-2022-0265,LOT-2023-1081,595,13.045,Brake Disc,,0.0,Operator break,,LINE-3,Tooling replaced mid-shift
2024-05-14,A,MC-12,OP-019,BATCH-2023-0086,LOT-2022-1324,525,15.352,Wheel Hub Assy,343.0,,Material shortage,29.0,LINE-3,Speed reduced - vibration
2022-07-07,A,MC-11,OP-006,BATCH-2024-0071,LOT-2024-839,309,9.812,ABS Sensor Ring,421.0,0.0,Machine fault,8.0,LINE-4,Speed reduced - vibration
2021-09-01,C,MC-05,OP-018,BATCH-2022-0418,LOT-2022-1476,392,10.561,Drum Brake Assy,463.0,122.7,Power outage,16.0,LINE-5,New mould trial
2021-01-28,B,MC-04,OP-003,BATCH-2022-0182,LOT-2023-952,423,9.982,ABS Sensor Ring,319.0,0.0,Machine fault,29.0,LINE-3,Customer priority
2022-02-01,A,MC-05,OP-025,BATCH-2024-0439,LOT-2021-305,330,10.347,Brake Disc,435.0,68.3,Tool change,8.0,LINE-3,Rush order
2024-07-13,B,MC-04,OP-023,BATCH-2022-0089,LOT-2024-379,318,10.469,CV Joint,382.0,0.0,Machine fault,12.0,LINE-3,Normal run
2024-12-23,C,MC-14,OP-026,BATCH-2024-0203,LOT-2021-449,408,9.247,Brake Shoe,399.0,212.5,Tool change,15.0,LINE-4,New mould trial
2024-11-14,B,MC-12,OP-023,BATCH-2022-0121,LOT-2022-2397,302,11.178,Brake Pad Type A,398.0,,Quality hold,10.0,LINE-1,New mould trial
2023-08-24,C,MC-13,OP-026,BATCH-2022-0353,LOT-2024-315,501,12.352,ABS Sensor Ring,445.0,0.0,Quality hold,22.0,LINE-2,Rush order
2023-10-24,B,MC-14,OP-028,BATCH-2023-0155,LOT-2023-618,348,12.299,Wheel Hub Assy,491.0,33.4,Mould repair,28.0,LINE-6,Customer priority
2024-09-05,C,MC-03,OP-023,BATCH-2024-0366,LOT-2023-154,432,14.868,Wheel Hub Assy,477.0,118.2,Tool change,13.0,LINE-6,Normal run
2022-05-04,A,MC-11,OP-014,BATCH-2022-0202,LOT-2024-1336,502,11.78,CV Joint,490.0,219.6,Setup/changeover,6.0,LINE-2,Speed reduced - vibration
2021-04-26,B,MC-10,OP-019,BATCH-2022-0102,LOT-2024-303,348,10.537,Brake Shoe,470.0,0.0,Hydraulic issue,10.0,LINE-4,New mould trial
2021-10-27,B,MC-14,OP-017,BATCH-2024-0072,LOT-2024-1489,450,12.566,Brake Pad Type B,516.0,0.0,Hydraulic issue,9.0,LINE-1,Speed reduced - vibration
2022-04-07,C,MC-10,OP-003,BATCH-2022-0308,LOT-2023-396,291,9.454,Drum Brake Assy,463.0,130.2,Hydraulic issue,2.0,LINE-5,New mould trial
2024-09-27,A,MC-09,OP-019,BATCH-2021-0096,LOT-2022-1148,354,18.593,Brake Pad Type A,480.0,0.0,Mould repair,26.0,LINE-2,
2021-09-30,C,MC-14,OP-013,BATCH-2021-0040,LOT-2021-402,412,10.418,Clutch Plate,421.0,0.0,Power outage,19.0,LINE-3,Customer priority
2021-07-26,A,MC-02,OP-025,BATCH-2024-0090,LOT-2022-1477,422,11.735,CV Joint,422.0,,Power outage,29.0,LINE-5,Speed reduced - vibration
2021-11-25,A,MC-12,OP-020,BATCH-2021-0138,LOT-2024-188,395,14.323,ABS Sensor Ring,533.0,0.0,Hydraulic issue,7.0,LINE-4,Rush order
2023-06-06,A,MC-15,OP-028,BATCH-2024-0281,LOT-2024-1688,442,8.683,Brake Pad Type A,482.0,239.9,Hydraulic issue,18.0,,Normal run
2021-06-04,B,MC-09,OP-020,BATCH-2023-0349,LOT-2024-1178,559,14.377,Brake Disc,494.0,0.0,Operator break,23.0,LINE-2,Speed reduced - vibration
2022-10-02,B,MC-11,OP-028,BATCH-2023-0500,LOT-2021-942,548,11.612,Wheel Hub Assy,487.0,0.0,Quality hold,26.0,LINE-6,New mould trial
2023-05-06,A,MC-12,OP-001,BATCH-2022-0175,LOT-2022-848,358,12.114,Brake Disc,529.0,0.0,Material shortage,2.0,LINE-6,Customer priority
2021-06-08,C,MC-06,OP-024,BATCH-2021-0242,LOT-2021-519,366,9.691,Brake Shoe,455.0,0.0,Material shortage,15.0,LINE-4,Rush order
2021-07-28,B,MC-02,OP-019,BATCH-2022-0040,LOT-2021-709,399,12.863,Clutch Plate,422.0,0.0,Machine fault,29.0,LINE-4,Customer priority
